date,signal_id,direction,raw_value,triggered,universe_size,valid_count,version,industry_code,industry_name,industry_rank_ma20,industry_breadth_ma20,industry_above_count_ma20,industry_valid_count_ma20,ranked_industry_count_ma20,top1_tie_count_ma20,industry_start_date,industry_end_date,episode_id,episode_number,episode_day,episode_stage,event_onset,event_continuation,event_exit,event_capped_confirmation,capped_confirmation_reason,capped_confirmation_n
2018-06-19,single_industry_top1_801030,top,0.03846153846,False,302,286,single_industry_top1_v1_20170103_20260814,801030,化工I,16,0.03846153846,11,286,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-06-20,single_industry_top1_801030,top,0.06643356643,False,302,286,single_industry_top1_v1_20170103_20260814,801030,化工I,13,0.06643356643,19,286,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-06-21,single_industry_top1_801030,top,0.05614035088,False,302,285,single_industry_top1_v1_20170103_20260814,801030,化工I,13,0.05614035088,16,285,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-06-22,single_industry_top1_801030,top,0.08391608392,False,302,286,single_industry_top1_v1_20170103_20260814,801030,化工I,9,0.08391608392,24,286,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-06-25,single_industry_top1_801030,top,0.09407665505,False,302,287,single_industry_top1_v1_20170103_20260814,801030,化工I,7,0.09407665505,27,287,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-06-26,single_industry_top1_801030,top,0.1145833333,False,302,288,single_industry_top1_v1_20170103_20260814,801030,化工I,4,0.1145833333,33,288,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-06-27,single_industry_top1_801030,top,0.09722222222,False,302,288,single_industry_top1_v1_20170103_20260814,801030,化工I,8,0.09722222222,28,288,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-06-28,single_industry_top1_801030,top,0.1111111111,False,302,288,single_industry_top1_v1_20170103_20260814,801030,化工I,5,0.1111111111,32,288,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-06-29,single_industry_top1_801030,top,0.169550173,False,302,289,single_industry_top1_v1_20170103_20260814,801030,化工I,9,0.169550173,49,289,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-07-02,single_industry_top1_801030,top,0.1482758621,False,302,290,single_industry_top1_v1_20170103_20260814,801030,化工I,9,0.1482758621,43,290,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-07-03,single_industry_top1_801030,top,0.2130584192,False,302,291,single_industry_top1_v1_20170103_20260814,801030,化工I,6,0.2130584192,62,291,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-07-04,single_industry_top1_801030,top,0.147766323,False,302,291,single_industry_top1_v1_20170103_20260814,801030,化工I,9,0.147766323,43,291,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-07-05,single_industry_top1_801030,top,0.07191780822,False,302,292,single_industry_top1_v1_20170103_20260814,801030,化工I,14,0.07191780822,21,292,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-07-06,single_industry_top1_801030,top,0.1301369863,False,302,292,single_industry_top1_v1_20170103_20260814,801030,化工I,8,0.1301369863,38,292,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-07-09,single_industry_top1_801030,top,0.2842465753,False,302,292,single_industry_top1_v1_20170103_20260814,801030,化工I,7,0.2842465753,83,292,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-07-10,single_industry_top1_801030,top,0.439862543,False,302,291,single_industry_top1_v1_20170103_20260814,801030,化工I,6,0.439862543,128,291,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-07-11,single_industry_top1_801030,top,0.3333333333,False,302,291,single_industry_top1_v1_20170103_20260814,801030,化工I,4,0.3333333333,97,291,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-07-12,single_industry_top1_801030,top,0.5773195876,False,302,291,single_industry_top1_v1_20170103_20260814,801030,化工I,6,0.5773195876,168,291,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-07-13,single_industry_top1_801030,top,0.6552901024,False,302,293,single_industry_top1_v1_20170103_20260814,801030,化工I,6,0.6552901024,192,293,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-07-16,single_industry_top1_801030,top,0.698630137,False,300,292,single_industry_top1_v1_20170103_20260814,801030,化工I,6,0.698630137,204,292,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-07-17,single_industry_top1_801030,top,0.7123287671,False,300,292,single_industry_top1_v1_20170103_20260814,801030,化工I,6,0.7123287671,208,292,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-07-18,single_industry_top1_801030,top,0.6894197952,False,300,293,single_industry_top1_v1_20170103_20260814,801030,化工I,5,0.6894197952,202,293,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-07-19,single_industry_top1_801030,top,0.5255972696,False,300,293,single_industry_top1_v1_20170103_20260814,801030,化工I,7,0.5255972696,154,293,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-07-20,single_industry_top1_801030,top,0.6394557823,False,300,294,single_industry_top1_v1_20170103_20260814,801030,化工I,8,0.6394557823,188,294,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-07-23,single_industry_top1_801030,top,0.7448979592,False,300,294,single_industry_top1_v1_20170103_20260814,801030,化工I,11,0.7448979592,219,294,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-07-24,single_industry_top1_801030,top,0.8741496599,False,300,294,single_industry_top1_v1_20170103_20260814,801030,化工I,9,0.8741496599,257,294,28,2,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-07-25,single_industry_top1_801030,top,0.8707482993,False,300,294,single_industry_top1_v1_20170103_20260814,801030,化工I,9,0.8707482993,256,294,28,2,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-07-26,single_industry_top1_801030,top,0.7891156463,False,300,294,single_industry_top1_v1_20170103_20260814,801030,化工I,16,0.7891156463,232,294,28,2,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-07-27,single_industry_top1_801030,top,0.7482993197,False,300,294,single_industry_top1_v1_20170103_20260814,801030,化工I,15,0.7482993197,220,294,28,2,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-07-30,single_industry_top1_801030,top,0.619047619,False,300,294,single_industry_top1_v1_20170103_20260814,801030,化工I,13,0.619047619,182,294,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-07-31,single_industry_top1_801030,top,0.6224489796,False,300,294,single_industry_top1_v1_20170103_20260814,801030,化工I,14,0.6224489796,183,294,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-08-01,single_industry_top1_801030,top,0.4931972789,False,300,294,single_industry_top1_v1_20170103_20260814,801030,化工I,12,0.4931972789,145,294,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-08-02,single_industry_top1_801030,top,0.2551020408,False,300,294,single_industry_top1_v1_20170103_20260814,801030,化工I,8,0.2551020408,75,294,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-08-03,single_industry_top1_801030,top,0.2271186441,False,300,295,single_industry_top1_v1_20170103_20260814,801030,化工I,11,0.2271186441,67,295,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-08-06,single_industry_top1_801030,top,0.1796610169,False,300,295,single_industry_top1_v1_20170103_20260814,801030,化工I,10,0.1796610169,53,295,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-08-07,single_industry_top1_801030,top,0.3559322034,False,300,295,single_industry_top1_v1_20170103_20260814,801030,化工I,8,0.3559322034,105,295,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-08-08,single_industry_top1_801030,top,0.3118644068,False,300,295,single_industry_top1_v1_20170103_20260814,801030,化工I,9,0.3118644068,92,295,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-08-09,single_industry_top1_801030,top,0.406779661,False,300,295,single_industry_top1_v1_20170103_20260814,801030,化工I,10,0.406779661,120,295,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-08-10,single_industry_top1_801030,top,0.4217687075,False,300,294,single_industry_top1_v1_20170103_20260814,801030,化工I,11,0.4217687075,124,294,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-08-13,single_industry_top1_801030,top,0.4075342466,False,300,292,single_industry_top1_v1_20170103_20260814,801030,化工I,10,0.4075342466,119,292,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-08-14,single_industry_top1_801030,top,0.4383561644,False,300,292,single_industry_top1_v1_20170103_20260814,801030,化工I,8,0.4383561644,128,292,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-08-15,single_industry_top1_801030,top,0.2808219178,False,300,292,single_industry_top1_v1_20170103_20260814,801030,化工I,6,0.2808219178,82,292,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-08-16,single_industry_top1_801030,top,0.1678082192,False,300,292,single_industry_top1_v1_20170103_20260814,801030,化工I,10,0.1678082192,49,292,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-08-17,single_industry_top1_801030,top,0.09897610922,False,300,293,single_industry_top1_v1_20170103_20260814,801030,化工I,8,0.09897610922,29,293,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-08-20,single_industry_top1_801030,top,0.1365187713,False,300,293,single_industry_top1_v1_20170103_20260814,801030,化工I,8,0.1365187713,40,293,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-08-21,single_industry_top1_801030,top,0.180887372,False,300,293,single_industry_top1_v1_20170103_20260814,801030,化工I,10,0.180887372,53,293,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-08-22,single_industry_top1_801030,top,0.1535836177,False,300,293,single_industry_top1_v1_20170103_20260814,801030,化工I,10,0.1535836177,45,293,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-08-23,single_industry_top1_801030,top,0.180887372,False,300,293,single_industry_top1_v1_20170103_20260814,801030,化工I,15,0.180887372,53,293,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-08-24,single_industry_top1_801030,top,0.156996587,False,300,293,single_industry_top1_v1_20170103_20260814,801030,化工I,19,0.156996587,46,293,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-08-27,single_industry_top1_801030,top,0.3720136519,False,300,293,single_industry_top1_v1_20170103_20260814,801030,化工I,13,0.3720136519,109,293,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-08-28,single_industry_top1_801030,top,0.4163822526,False,300,293,single_industry_top1_v1_20170103_20260814,801030,化工I,19,0.4163822526,122,293,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-08-29,single_industry_top1_801030,top,0.3720136519,False,300,293,single_industry_top1_v1_20170103_20260814,801030,化工I,22,0.3720136519,109,293,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-08-30,single_industry_top1_801030,top,0.2457337884,False,300,293,single_industry_top1_v1_20170103_20260814,801030,化工I,19,0.2457337884,72,293,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-08-31,single_industry_top1_801030,top,0.1911262799,False,300,293,single_industry_top1_v1_20170103_20260814,801030,化工I,18,0.1911262799,56,293,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-09-03,single_industry_top1_801030,top,0.2013651877,False,300,293,single_industry_top1_v1_20170103_20260814,801030,化工I,16,0.2013651877,59,293,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-09-04,single_industry_top1_801030,top,0.2627986348,False,300,293,single_industry_top1_v1_20170103_20260814,801030,化工I,20,0.2627986348,77,293,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-09-05,single_industry_top1_801030,top,0.1604095563,False,300,293,single_industry_top1_v1_20170103_20260814,801030,化工I,21,0.1604095563,47,293,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-09-06,single_industry_top1_801030,top,0.1399317406,False,300,293,single_industry_top1_v1_20170103_20260814,801030,化工I,21,0.1399317406,41,293,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-09-07,single_industry_top1_801030,top,0.1712328767,False,300,292,single_industry_top1_v1_20170103_20260814,801030,化工I,25,0.1712328767,50,292,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-09-10,single_industry_top1_801030,top,0.1202749141,False,300,291,single_industry_top1_v1_20170103_20260814,801030,化工I,22,0.1202749141,35,291,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-09-11,single_industry_top1_801030,top,0.1271477663,False,300,291,single_industry_top1_v1_20170103_20260814,801030,化工I,22,0.1271477663,37,291,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-09-12,single_industry_top1_801030,top,0.1546391753,False,300,291,single_industry_top1_v1_20170103_20260814,801030,化工I,20,0.1546391753,45,291,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-09-13,single_industry_top1_801030,top,0.2542955326,False,300,291,single_industry_top1_v1_20170103_20260814,801030,化工I,19,0.2542955326,74,291,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-09-14,single_industry_top1_801030,top,0.2130584192,False,300,291,single_industry_top1_v1_20170103_20260814,801030,化工I,17,0.2130584192,62,291,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-09-17,single_industry_top1_801030,top,0.1374570447,False,300,291,single_industry_top1_v1_20170103_20260814,801030,化工I,17,0.1374570447,40,291,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-09-18,single_industry_top1_801030,top,0.2542955326,False,300,291,single_industry_top1_v1_20170103_20260814,801030,化工I,16,0.2542955326,74,291,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-09-19,single_industry_top1_801030,top,0.3517241379,False,299,290,single_industry_top1_v1_20170103_20260814,801030,化工I,18,0.3517241379,102,290,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-09-20,single_industry_top1_801030,top,0.3344827586,False,299,290,single_industry_top1_v1_20170103_20260814,801030,化工I,21,0.3344827586,97,290,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-09-21,single_industry_top1_801030,top,0.4862068966,False,299,290,single_industry_top1_v1_20170103_20260814,801030,化工I,22,0.4862068966,141,290,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-09-25,single_industry_top1_801030,top,0.5103448276,False,299,290,single_industry_top1_v1_20170103_20260814,801030,化工I,20,0.5103448276,148,290,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-09-26,single_industry_top1_801030,top,0.6,False,299,290,single_industry_top1_v1_20170103_20260814,801030,化工I,17,0.6,174,290,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-09-27,single_industry_top1_801030,top,0.3806228374,False,299,289,single_industry_top1_v1_20170103_20260814,801030,化工I,13,0.3806228374,110,289,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-09-28,single_industry_top1_801030,top,0.5655172414,False,299,290,single_industry_top1_v1_20170103_20260814,801030,化工I,11,0.5655172414,164,290,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-10-08,single_industry_top1_801030,top,0.2336769759,False,299,291,single_industry_top1_v1_20170103_20260814,801030,化工I,13,0.2336769759,68,291,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-10-09,single_industry_top1_801030,top,0.3287671233,False,299,292,single_industry_top1_v1_20170103_20260814,801030,化工I,7,0.3287671233,96,292,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-10-10,single_industry_top1_801030,top,0.4246575342,False,299,292,single_industry_top1_v1_20170103_20260814,801030,化工I,6,0.4246575342,124,292,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-10-11,single_industry_top1_801030,top,0.1267123288,False,299,292,single_industry_top1_v1_20170103_20260814,801030,化工I,4,0.1267123288,37,292,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-10-12,single_industry_top1_801030,top,0.1883561644,False,299,292,single_industry_top1_v1_20170103_20260814,801030,化工I,4,0.1883561644,55,292,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-10-15,single_industry_top1_801030,top,0.1683848797,False,299,291,single_industry_top1_v1_20170103_20260814,801030,化工I,2,0.1683848797,49,291,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-10-16,single_industry_top1_801030,top,0.1202749141,False,299,291,single_industry_top1_v1_20170103_20260814,801030,化工I,4,0.1202749141,35,291,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-10-17,single_industry_top1_801030,top,0.1134020619,False,299,291,single_industry_top1_v1_20170103_20260814,801030,化工I,5,0.1134020619,33,291,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-10-18,single_industry_top1_801030,top,0.02749140893,False,299,291,single_industry_top1_v1_20170103_20260814,801030,化工I,18,0.02749140893,8,291,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-10-19,single_industry_top1_801030,top,0.05172413793,False,299,290,single_industry_top1_v1_20170103_20260814,801030,化工I,17,0.05172413793,15,290,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-10-22,single_industry_top1_801030,top,0.1724137931,False,299,290,single_industry_top1_v1_20170103_20260814,801030,化工I,19,0.1724137931,50,290,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-10-23,single_industry_top1_801030,top,0.1344827586,False,299,290,single_industry_top1_v1_20170103_20260814,801030,化工I,19,0.1344827586,39,290,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-10-24,single_industry_top1_801030,top,0.1586206897,False,299,290,single_industry_top1_v1_20170103_20260814,801030,化工I,11,0.1586206897,46,290,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-10-25,single_industry_top1_801030,top,0.1557093426,False,299,289,single_industry_top1_v1_20170103_20260814,801030,化工I,13,0.1557093426,45,289,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-10-26,single_industry_top1_801030,top,0.1805555556,False,299,288,single_industry_top1_v1_20170103_20260814,801030,化工I,12,0.1805555556,52,288,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-10-29,single_industry_top1_801030,top,0.1384083045,False,299,289,single_industry_top1_v1_20170103_20260814,801030,化工I,14,0.1384083045,40,289,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-10-30,single_industry_top1_801030,top,0.2214532872,False,299,289,single_industry_top1_v1_20170103_20260814,801030,化工I,17,0.2214532872,64,289,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-10-31,single_industry_top1_801030,top,0.4097222222,False,299,288,single_industry_top1_v1_20170103_20260814,801030,化工I,18,0.4097222222,118,288,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-11-01,single_industry_top1_801030,top,0.4583333333,False,299,288,single_industry_top1_v1_20170103_20260814,801030,化工I,24,0.4583333333,132,288,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-11-02,single_industry_top1_801030,top,0.7896551724,False,299,290,single_industry_top1_v1_20170103_20260814,801030,化工I,25,0.7896551724,229,290,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-11-05,single_industry_top1_801030,top,0.824742268,False,299,291,single_industry_top1_v1_20170103_20260814,801030,化工I,25,0.824742268,240,291,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-11-06,single_industry_top1_801030,top,0.8144329897,False,299,291,single_industry_top1_v1_20170103_20260814,801030,化工I,25,0.8144329897,237,291,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-11-07,single_industry_top1_801030,top,0.8219178082,False,299,292,single_industry_top1_v1_20170103_20260814,801030,化工I,24,0.8219178082,240,292,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-11-08,single_industry_top1_801030,top,0.801369863,False,299,292,single_industry_top1_v1_20170103_20260814,801030,化工I,22,0.801369863,234,292,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-11-09,single_industry_top1_801030,top,0.7808219178,False,299,292,single_industry_top1_v1_20170103_20260814,801030,化工I,21,0.7808219178,228,292,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-11-12,single_industry_top1_801030,top,0.9109589041,False,299,292,single_industry_top1_v1_20170103_20260814,801030,化工I,18,0.9109589041,266,292,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-11-13,single_industry_top1_801030,top,0.9317406143,False,299,293,single_industry_top1_v1_20170103_20260814,801030,化工I,20,0.9317406143,273,293,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-11-14,single_industry_top1_801030,top,0.9183673469,False,299,294,single_industry_top1_v1_20170103_20260814,801030,化工I,19,0.9183673469,270,294,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-11-15,single_industry_top1_801030,top,0.9423728814,False,299,295,single_industry_top1_v1_20170103_20260814,801030,化工I,21,0.9423728814,278,295,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-11-16,single_industry_top1_801030,top,0.9457627119,False,299,295,single_industry_top1_v1_20170103_20260814,801030,化工I,19,0.9457627119,279,295,28,2,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-11-19,single_industry_top1_801030,top,0.9491525424,False,299,295,single_industry_top1_v1_20170103_20260814,801030,化工I,21,0.9491525424,280,295,28,2,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-11-20,single_industry_top1_801030,top,0.8576271186,False,299,295,single_industry_top1_v1_20170103_20260814,801030,化工I,23,0.8576271186,253,295,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-11-21,single_industry_top1_801030,top,0.8372881356,False,299,295,single_industry_top1_v1_20170103_20260814,801030,化工I,24,0.8372881356,247,295,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-11-22,single_industry_top1_801030,top,0.8209459459,False,299,296,single_industry_top1_v1_20170103_20260814,801030,化工I,21,0.8209459459,243,296,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-11-23,single_industry_top1_801030,top,0.3378378378,False,299,296,single_industry_top1_v1_20170103_20260814,801030,化工I,22,0.3378378378,100,296,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-11-26,single_industry_top1_801030,top,0.3040540541,False,299,296,single_industry_top1_v1_20170103_20260814,801030,化工I,21,0.3040540541,90,296,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-11-27,single_industry_top1_801030,top,0.3682432432,False,299,296,single_industry_top1_v1_20170103_20260814,801030,化工I,18,0.3682432432,109,296,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-11-28,single_industry_top1_801030,top,0.4410774411,False,299,297,single_industry_top1_v1_20170103_20260814,801030,化工I,21,0.4410774411,131,297,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-11-29,single_industry_top1_801030,top,0.2457912458,False,299,297,single_industry_top1_v1_20170103_20260814,801030,化工I,10,0.2457912458,73,297,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-11-30,single_industry_top1_801030,top,0.3097643098,False,299,297,single_industry_top1_v1_20170103_20260814,801030,化工I,6,0.3097643098,92,297,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-12-03,single_industry_top1_801030,top,0.6565656566,False,299,297,single_industry_top1_v1_20170103_20260814,801030,化工I,11,0.6565656566,195,297,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-12-04,single_industry_top1_801030,top,0.7441077441,False,299,297,single_industry_top1_v1_20170103_20260814,801030,化工I,7,0.7441077441,221,297,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-12-05,single_industry_top1_801030,top,0.6026936027,False,299,297,single_industry_top1_v1_20170103_20260814,801030,化工I,8,0.6026936027,179,297,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-12-06,single_industry_top1_801030,top,0.3838383838,False,299,297,single_industry_top1_v1_20170103_20260814,801030,化工I,6,0.3838383838,114,297,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-12-07,single_industry_top1_801030,top,0.4074074074,False,299,297,single_industry_top1_v1_20170103_20260814,801030,化工I,6,0.4074074074,121,297,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-12-10,single_industry_top1_801030,top,0.2828282828,False,299,297,single_industry_top1_v1_20170103_20260814,801030,化工I,7,0.2828282828,84,297,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-12-11,single_industry_top1_801030,top,0.347972973,False,299,296,single_industry_top1_v1_20170103_20260814,801030,化工I,6,0.347972973,103,296,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-12-12,single_industry_top1_801030,top,0.3771043771,False,299,297,single_industry_top1_v1_20170103_20260814,801030,化工I,7,0.3771043771,112,297,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-12-13,single_industry_top1_801030,top,0.4949494949,False,299,297,single_industry_top1_v1_20170103_20260814,801030,化工I,7,0.4949494949,147,297,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-12-14,single_industry_top1_801030,top,0.2626262626,False,299,297,single_industry_top1_v1_20170103_20260814,801030,化工I,9,0.2626262626,78,297,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-12-17,single_industry_top1_801030,top,0.2508250825,False,304,303,single_industry_top1_v1_20170103_20260814,801030,化工I,12,0.2508250825,76,303,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-12-18,single_industry_top1_801030,top,0.2475247525,False,304,303,single_industry_top1_v1_20170103_20260814,801030,化工I,8,0.2475247525,75,303,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-12-19,single_industry_top1_801030,top,0.1353135314,False,304,303,single_industry_top1_v1_20170103_20260814,801030,化工I,17,0.1353135314,41,303,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-12-20,single_industry_top1_801030,top,0.1914191419,False,304,303,single_industry_top1_v1_20170103_20260814,801030,化工I,13,0.1914191419,58,303,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
2018-12-21,single_industry_top1_801030,top,0.1683168317,False,304,303,single_industry_top1_v1_20170103_20260814,801030,化工I,12,0.1683168317,51,303,28,1,2017-01-03,2026-08-14,,,,inactive,False,False,False,False,,2
